latent_dim_0,latent_dim_1,latent_dim_2,latent_dim_3,latent_dim_4,latent_dim_5,latent_dim_6,latent_dim_7,latent_dim_8,latent_dim_9,latent_dim_10,latent_dim_11,latent_dim_12,latent_dim_13,latent_dim_14,latent_dim_15,barrier
-1.2715664,-0.27514562,0.06431207,0.031445134,0.0125999525,0.06409395,0.045546625,-0.07652508,-1.2147099,0.018085979,-0.021329913,-0.03591249,0.053612627,-1.4558823,0.018240046,-0.31083483,5.2
0.65545064,0.8274611,0.021358877,0.030712385,0.0404193,-0.053409785,0.021392696,-0.0009926055,-0.5541104,0.005819939,0.0011377642,-0.06263655,-0.07986511,0.91128767,0.051889583,0.17071217,16.2
0.9935395,-0.7010031,-0.013669476,0.0021055788,0.01809524,-0.025025398,-0.0042466503,0.015040704,0.07737587,0.008060679,0.004847319,-0.039860267,-0.04913127,-0.8317752,0.014468804,0.92262876,12.0
1.3928815,-1.1751608,0.016413908,0.06749463,0.015789337,0.015576482,-0.030322319,0.03794174,0.2837877,-0.003602542,0.050467346,0.035824213,0.016170243,-1.1641643,0.008866001,-1.3785634,20.1
1.0047274,0.013755992,0.019939076,0.017468305,0.01496537,0.07790578,-0.012144381,-0.015276244,-0.3038053,-0.033615343,0.027078677,-0.011224698,0.015091926,0.9864074,0.035410956,-0.21463881,10.9
0.82075363,-1.3869296,0.0041631944,0.053930458,-0.006624475,0.054133605,-0.012310814,0.008413022,-0.081686705,0.019573573,0.017478295,0.05097981,0.03344624,-0.8754604,0.022600554,-1.7185292,16.5
1.5030261,0.6884597,-0.048040926,0.043342773,0.04799264,0.20917428,-0.064031616,0.051987313,-0.5913482,-0.02159337,0.04745558,0.00087291375,-0.0047538057,-0.15935993,0.014255673,-0.081192225,12.8
1.0117483,0.67000544,-0.024513846,0.059246276,0.041337978,0.22346507,-0.08724357,0.05080518,-0.0068254843,-0.011159889,0.05028048,-0.006286554,0.048750605,-0.6181407,-0.016516373,-0.9456181,15.6
0.5811723,-1.5954441,-0.02450445,0.020730412,-0.04697407,-0.021275468,-0.015908413,0.036142934,0.5566432,0.07225512,0.011713298,0.06370975,0.031306203,0.18872881,-0.0038047284,0.055076137,9.9
-0.23599307,-1.9455745,0.011703894,0.006844759,0.035381876,0.021075696,0.17202269,0.0032888511,-2.0097501,0.0059153363,-0.03186552,-0.04626059,0.031611495,0.3543623,0.018533882,1.2392305,5.5
1.3957846,-0.1788055,-0.05661208,0.024163762,0.018372871,-0.032822266,0.002384184,0.05745676,-0.24111623,-0.0077442303,0.031282198,-0.021271715,-0.012069937,-0.3945529,-0.06102404,2.3528666,10.3
-3.386631,-0.5955316,0.06932632,0.030842915,-0.13098574,0.08402153,0.0024515726,0.07200332,-0.014101811,-0.015273482,-0.018708687,-0.08215131,0.071674295,-0.12808578,0.019165322,1.2136734,2.9
-0.61036116,-0.59465766,0.09278271,0.007464258,0.02018813,-0.07377134,0.012289353,0.0614483,0.941249,0.05894582,0.034064595,0.02022491,-0.03594579,0.52031565,-0.021484438,1.9994497,4.9
-1.8953943,-0.9918733,0.036836818,0.029563116,0.0019236803,0.037510406,0.05681734,-0.088073134,-0.6170894,0.045166705,-0.001880819,-0.07329757,0.06843095,-1.57538,0.031445272,-1.2528061,13.3
1.244403,-0.5756589,-0.056405976,0.019189993,0.0103292465,-0.16429165,0.033454046,0.03714393,-0.23169091,-0.0043443516,0.003618042,-0.05104811,-0.07512902,-0.4647264,-0.03161623,2.1775486,9.4
-1.4037638,0.59075475,-0.018782448,0.061756887,-0.018900067,0.09315164,0.13921876,0.036356326,1.3175288,0.036903426,-0.06567532,0.07386632,-0.096025586,-1.6083798,0.09600512,-0.13050397,8.7
0.8804523,-0.2735624,-0.009851903,0.039479226,0.00051242113,0.010265484,0.010551278,0.033672288,-0.13257428,0.0026672706,0.0004130304,-0.015187671,-0.052434314,0.7163429,0.0023627654,0.6810421,16.1
-1.1107998,0.81665635,-0.009416712,0.08517039,0.00193692,0.0841789,0.072313055,0.021467762,0.6228995,0.030115843,-0.06391797,0.03156316,-0.00071655214,-1.3466995,0.044237442,0.009642309,9.0
-0.23857312,-1.7486079,0.13499524,0.019354623,0.022510171,-0.09118405,0.08000733,0.03287373,1.427871,0.060626917,0.03796161,-0.05154396,0.03782656,1.4251639,-0.0026277453,2.7856717,2.4
0.26444465,-0.880146,-0.023342863,-0.010019783,-0.022378601,0.025876548,-0.025381489,-0.017170457,0.14944246,-0.0063783824,-0.027733475,0.027534094,-0.004716955,-0.8507769,0.013665881,0.091935396,18.4
0.35813165,-0.9326618,-0.030368181,-0.00595133,-0.042192377,0.08192715,-0.012274089,-0.0044980478,-0.44454157,-0.025735296,-0.021871634,-0.010020103,0.044969615,1.6644095,-0.012976574,0.70325476,14.9
0.043215353,-0.41809157,-0.03350343,0.0333454,0.009506494,0.09329585,0.01892284,0.0074996753,0.6182675,0.005704418,-0.027876161,0.014180984,0.007797802,0.28561723,0.027560957,0.58252424,8.4
0.48533082,-0.3617629,-0.068960436,0.028187595,-0.021594271,0.018089324,0.011564851,0.015912311,1.4737849,-0.0056723803,-0.0053066164,0.05067529,0.024605291,-0.29104793,0.010661762,-0.8914284,13.1
0.82038575,1.1759634,0.04540082,0.033530496,0.044910982,0.011196993,0.02808725,0.023541966,-0.23861569,-0.018846944,0.011201206,-0.07405519,-0.002587542,1.1742915,0.05305867,-0.6072658,10.2
0.2504414,-1.2707045,0.056944706,0.0027466305,-0.030733444,-0.01716777,0.033553135,-0.024013644,-0.35355642,0.050953053,0.014831559,0.0012314171,-0.06735818,0.11686927,0.025635324,0.6929993,19.2
-2.0460584,-0.9054862,0.017320972,0.008981625,-0.03439162,0.055237,0.03516254,-0.05612906,-0.41308197,0.06341765,-0.019949194,-0.049260724,0.14314088,-1.4487219,0.010789365,-0.36704364,5.6
1.6835939,0.62785834,-0.046738993,0.042161535,0.032535493,0.1452294,-0.049667396,0.0570969,-0.61098653,-0.027307436,0.05518408,-0.0028344207,-0.032377314,-0.10109682,0.019597277,-0.26199862,11.4
-1.5410507,0.46945384,-0.002123,0.047114663,-0.007886253,0.04652159,0.11982393,0.03402897,1.2886442,0.053456187,-0.04816534,0.04565267,-0.09127325,-1.4987987,0.07465819,0.14204128,9.2
-0.043431714,-0.035122596,-0.046811618,0.029207641,-0.00151328,-0.03144505,-0.016523652,0.022250338,-0.9990177,-0.06337348,-0.01775325,0.03504425,0.028252766,1.6065987,0.013332773,-1.9262055,16.3
0.7909274,0.30198386,0.07521917,0.049111754,-0.0011936277,0.098376036,0.004228469,-0.012522329,0.055945233,-0.011012934,0.0245047,-0.030015891,-0.039150935,-1.6877594,0.020206407,0.16055854,19.8
-0.0073485933,0.055757947,-0.048510097,0.046976253,0.029538251,0.07678905,0.03771633,0.013477145,1.1400346,-0.018033639,-0.029196296,-0.011159699,0.02029084,0.34995604,0.026794896,-0.19710082,10.2
0.89771,-0.071503825,0.016432796,0.0135862045,0.011730529,0.08660704,-0.022238977,-0.021264596,-0.3588658,-0.04120262,0.029783547,-0.0045342,0.037929427,0.9197804,0.02357512,-0.51801604,9.1
1.4217831,-0.897813,0.066136606,0.060477786,0.018981636,0.10315104,-0.011280946,-0.0015412923,-0.92169154,0.008788347,0.042375546,-0.009387143,0.0435034,-1.33761,0.012710117,-0.5414314,12.0
0.49168575,0.6049999,0.0044835396,-0.0020135604,0.030041471,-0.03261803,0.02374116,-0.009768605,-1.0328144,-0.04148449,0.020341787,-0.029009452,-0.0910123,0.5923168,0.04600299,-1.7993495,17.3
1.5785977,0.08473404,-0.040027343,0.0390693,0.0073098317,0.12489545,-0.008880045,0.07246282,-1.6432899,0.007604435,0.038356822,0.0010020211,-0.005371399,-0.42934027,-0.01902834,-0.12121576,15.5
0.65987027,-1.4268149,-0.025859412,-0.028357591,-0.07267203,0.07445274,-0.068631604,-0.031097831,-0.76989114,-0.03519547,-0.011274003,0.010022938,0.06226918,2.0213428,-0.014233293,-0.7113746,17.5
-1.9717157,1.8023276,0.03117612,0.05239419,-0.0035106987,0.06989411,-0.007587552,0.05845093,0.027336963,0.016974073,-0.028129917,-0.036230806,-0.010819789,0.10964945,0.0028156824,0.049151175,6.0
0.10577044,0.036824487,-0.027382435,0.026582766,0.0021879002,-0.02571021,-0.0071938876,0.023838274,-0.45306003,-0.02860061,-0.02771151,0.01779491,0.048722003,1.910213,0.025291488,-0.13338958,6.0
-1.4241095,0.514862,0.07022842,-0.010661755,-0.025764786,0.027719662,-0.009891045,-0.06472209,-2.0468016,0.021424346,0.0057727885,-0.05031353,0.1287908,-1.2094567,0.025554411,-0.81356084,5.7
1.0416818,0.702285,0.0302983,0.028508272,0.020300254,-0.022666939,0.016079638,-0.008514674,-0.89454025,-0.023824185,0.019074447,-0.056063958,-0.07892482,1.115603,0.08437639,-1.2081711,19.3
0.64283705,-1.9879055,0.019935343,-0.004862793,-0.06489936,-0.0031723157,-0.032607008,0.051933825,0.3089724,0.05154942,0.030347548,0.0140021555,0.04498661,1.757157,-0.0572401,1.1621544,7.1
1.067571,-0.7337191,-0.018204316,0.005241763,-0.05073265,-0.044337705,-0.06590332,-0.003844928,0.10973159,-0.015212648,0.021633,0.038117524,-0.020754721,0.9685365,-0.02746034,-1.1545233,15.7
-0.24312074,0.2930533,0.00863054,0.0714384,0.05785666,-0.08089326,-0.01670809,0.112307064,0.5180131,0.07096253,-0.02333403,-0.010131288,-0.05437294,2.0412335,0.010117803,2.055571,3.1
0.7412271,-1.0522997,0.02148015,0.0025307983,-0.009806298,-0.08500704,0.0074347854,0.032473803,-0.469941,0.032100026,0.0043906546,-0.03649393,-0.13255382,0.26089153,0.021016076,0.5448908,13.7
-1.794355,0.53148806,0.04413961,0.0962857,0.024906933,0.2429587,0.012452565,0.08046042,0.7881402,0.018900797,-0.0126630785,-0.05256705,0.057022877,-0.08830682,0.06968105,0.5756086,5.7
0.58851314,0.15857935,0.04313045,0.013382386,-0.01238858,-0.008070506,0.024171274,-0.035131663,-0.47585595,-0.021177903,-0.0049408656,-0.035483975,-0.10449529,-1.5202569,-0.0008742437,0.39047363,17.3
0.81652427,-2.3546753,0.042308606,-0.014838893,-0.06044089,0.047954395,-0.07720559,0.0007518381,-0.14727268,0.046445973,0.066294156,0.08740987,0.0803684,1.6672977,-0.060637757,-0.811701,17.0
0.4703018,-0.81151074,-0.01180275,-0.03433447,-0.007905692,0.023803405,-0.07351352,-0.077568226,-1.873975,-0.04061819,0.02203328,0.0030552521,-0.027318839,0.32056,0.008698139,-1.1392657,12.3
0.00026429072,-0.27180406,-0.08320743,0.022179866,-0.025627099,-0.21522176,-0.026723877,-0.03794141,-2.5960395,0.010430977,-0.019747816,0.031916354,0.009442896,-0.46655232,-0.060049158,0.3805867,10.0
0.38818866,0.9438699,-0.00056879595,0.023734119,0.030963205,-0.17550534,0.008013006,-0.04418634,-0.6801665,0.025073268,0.015856229,-0.053991154,-0.100519866,1.0056603,-0.017940693,1.8128359,5.1
-0.37416488,-0.52265143,0.07209387,0.042375974,0.035758264,0.027268413,0.016074315,0.007168373,1.5778978,0.010061704,-0.0044615427,0.03830084,0.06759676,0.39116168,-0.022558188,0.89632857,3.6
-0.12662278,-0.7187633,-0.007190058,0.047672473,0.016187608,0.1030243,-0.03928212,-0.009376222,-0.22980323,-0.01713688,-0.0027266983,0.032874893,0.0381045,0.28066263,0.01397967,-1.1753204,18.9
1.5749862,-1.4213945,-0.044241697,0.022224829,-0.06715988,-0.22077015,-0.0702299,0.06506495,0.41709572,0.019488905,0.0461011,0.08356731,-0.065602496,0.7138159,-0.070571624,-0.51896834,20.9
0.76152843,0.7667011,0.0067722835,0.033265226,0.042343453,-0.002401404,0.011815488,0.008257094,-1.016246,0.0011190102,0.0006638812,-0.062010042,-0.095925346,0.8701844,0.057449646,0.19282065,13.8
1.1482551,-0.45720708,-0.027485011,0.013816401,-0.0035038292,-0.10171044,0.034320917,-0.025900366,-0.78351974,0.0009886324,-0.0070339935,-0.043968048,-0.098018825,-1.0369866,-0.020491598,1.79429,10.8
-1.3991455,-1.2508936,-0.01331871,-0.044401158,0.031476684,-0.046527743,0.07405773,0.090231694,0.68844044,-0.005866751,0.0046250583,-0.037982784,-0.2734066,-0.36169547,0.031557918,-0.37527955,11.7
0.028250884,-0.26442748,-0.04393559,0.023428075,0.000116184354,0.040458407,-0.05345146,0.012229356,-0.20672005,-0.018164545,-0.01678897,0.02120253,0.035542976,-0.6917023,-0.01302221,-0.8373403,12.0
1.5556978,0.11340009,-0.061985113,0.020281667,0.0032837093,0.012283705,-0.027874188,0.09289141,1.2433598,-0.0048277825,0.059529934,-0.014571197,0.016657228,-0.108483456,0.0055389516,-0.075401,10.8
0.33778134,-0.90099365,0.013069708,-0.02694207,-0.069090806,-0.0074433237,0.056998324,-0.12144584,-1.7708633,0.01117944,-0.048417594,0.029371243,-0.039970715,-1.2951673,-0.002226442,1.0037386,9.7
-0.5499096,-0.8459401,0.0015239492,0.024070758,0.025842108,0.1130827,0.007617358,0.011325857,0.5039269,-0.0027329773,-0.013299289,0.0521564,0.010231284,0.05207312,0.013476666,0.068551905,4.9
-0.4772363,-0.8211918,0.0491933,0.023722563,0.024793774,0.067835204,0.027895968,0.009029839,0.99734676,-0.00609193,-0.004195923,0.06344615,-0.030821826,0.11049071,-0.004471332,0.16969468,6.3
0.5250557,-0.49826258,-0.079277426,0.029226542,-0.028007112,-0.031166747,-0.014919087,0.041567132,1.0564324,0.013749227,-0.012141612,0.025764454,-0.05858289,0.4826377,-0.009434067,-0.42942432,14.5
0.60189515,1.2008145,0.030931361,0.037869833,0.035930477,0.12588891,-0.0063480455,0.03838005,1.0673898,0.0064529553,0.027315438,-0.03113496,0.10561858,1.218514,0.02030775,0.57921475,7.1
-2.070212,-0.3823834,-0.012260247,0.057446525,-0.071964644,0.067686394,-0.011812624,-0.07815959,-1.365151,0.036010772,-0.0037141368,-0.10953574,0.24641673,-0.55565417,0.047352813,-1.1015314,13.1
0.08127564,1.8682411,0.08482738,0.056247532,0.04327637,0.062152684,-0.018605504,0.10236443,0.96816075,0.049269214,0.008014065,-0.080617264,0.013867766,2.2602377,0.06243372,-0.057213616,8.7
1.0301523,0.30607563,-0.10697059,0.006337691,0.009327769,0.015088171,-0.011537307,0.031120729,-1.9076369,0.028896153,-0.0010746336,-0.014430376,-0.045700524,-0.36011013,-0.064583175,1.3946131,11.1
1.7651325,-0.4408142,-0.02651616,0.04811233,0.0077330023,-0.0467702,-0.02472591,0.0873905,-0.06916995,0.0032782182,0.057524916,-0.02132416,-0.01961359,-0.66061944,-0.021422325,0.81454444,15.1
-1.156874,0.7573388,-0.014269831,-0.006085083,0.05000441,-0.009427689,-0.035319358,0.022020815,1.0092647,-0.0021320358,-0.057458527,-0.030679066,-0.10368927,1.2404826,0.073852904,-0.65412366,7.6
-2.0019982,-0.23283446,0.015961565,-0.0023993216,-0.072107516,0.026922837,-0.01704919,-0.00701835,-0.86899096,0.062392645,-0.033373885,-0.006805666,0.11402233,-1.300447,-0.06245704,1.4217198,7.8
1.11548,0.7148442,0.040156208,0.018387375,0.0034766495,-0.1130275,0.0107202865,-0.020088686,-0.6287272,-0.028901316,0.016163185,-0.054134324,-0.12216912,1.2206534,0.08798925,-1.4814876,19.9
-1.6225939,-0.05192718,0.056263067,0.02265125,-0.044553377,0.0424323,0.007947627,-0.0182772,-1.060763,0.04644199,-0.047678072,0.006093785,0.038038127,-1.5692582,-0.02504606,1.0467858,7.4
-1.9935216,-1.7124871,-0.13487065,-0.031638663,-0.06253656,0.017967403,-0.045425814,0.03377862,-0.41683057,-0.014584884,-0.05393754,-0.060849417,-0.06828843,1.1467854,0.016223852,-1.1895903,13.8
1.0707703,-0.623343,-0.009802844,0.044039328,-0.00918071,-0.11769156,0.028559268,0.10430299,-0.0947974,0.041860007,0.005566841,-0.038464323,-0.15384291,0.35748607,-4.3809414e-06,1.285461,15.4
-0.48038152,0.67639226,-0.07631311,-0.015063625,0.030555531,-0.081446975,-0.03246354,0.022839455,-0.7426669,0.07208617,0.0038909512,0.008162197,-0.029356468,0.5289301,-0.0076825954,0.8832318,8.0
-0.1218133,0.61061525,-0.010099525,-0.0051775016,0.033167608,-0.013794839,0.0060890317,0.03117529,-0.77549297,0.026498903,0.03641175,0.008782484,0.003649233,0.4901992,0.01983384,-0.25012195,12.4
-0.1950149,-0.1542696,-0.025058268,0.055464327,0.036412902,0.05425211,0.04649278,0.05537378,0.80216116,-0.009037748,-0.0087632025,0.004163258,-0.02258484,0.34753102,0.01825418,-0.8936676,9.0
0.6475147,-1.2811327,-0.013899509,0.008764997,-0.021140233,-0.004781276,-0.0023263153,0.02687904,0.020137228,0.052385226,0.0016724537,0.024026494,-0.048955094,0.06660771,0.011621494,0.37159643,14.4
0.86798155,-1.0878221,-0.009829491,0.016709786,-0.009024553,-0.02847761,-0.019150533,0.048650373,-0.08085603,0.03491501,0.010581954,0.0104309395,-0.049030315,0.39746517,-0.014805382,0.72301924,18.7
1.4410486,1.5302011,0.014462031,0.054646727,0.016948566,0.15108544,-0.084426075,0.062912434,-0.0507492,-0.01273822,0.0146032255,-0.009303048,-0.0061329976,-0.4991671,0.02109585,-1.2934693,10.3
-0.072970696,-0.8975066,0.021561213,0.034315296,0.006056316,0.074717455,-0.03357541,-0.012713201,-0.5145439,-0.0020861551,0.0055138892,0.025744315,0.0069985595,0.3991276,0.02382493,-1.1795679,18.6
-0.36110443,-0.048123002,-0.024188869,0.045660816,0.033773795,0.07409542,0.04194173,0.07092824,0.82961166,0.003667958,0.0036065252,0.022038456,-0.021746796,0.03508188,0.0061535686,-0.76289284,9.6
-1.9546119,-0.7829435,0.008029312,-0.00773767,-0.029047824,-0.019355208,0.04163507,-0.001967499,0.21547815,0.09010407,-0.017713778,-0.026204087,0.038144615,-1.3776914,-0.0142242685,0.26861408,7.9
1.3734717,-1.5712332,-0.023145176,0.021373255,-0.037423484,-0.10559328,-0.063789174,0.06686384,0.52653307,0.033438627,0.05587122,0.10731268,0.015959444,0.6517675,-0.07179009,-0.8168383,19.9
0.3089761,0.65517074,0.009605546,0.004274603,0.044182688,0.02370774,0.032983847,-0.012796188,-0.97890735,-0.02928251,0.017395731,-0.023496838,-0.03149603,0.6006052,0.03014765,-0.6672678,7.2
-0.28419748,0.21162593,-0.062415645,0.03598296,0.025873736,0.05542633,-0.017695844,0.050775014,0.120268576,0.00052108616,0.0018470641,-0.0020871982,0.092308804,0.40262604,0.027179383,-0.6499207,10.2
-1.097559,0.2204195,-0.010822058,0.000981506,0.060884863,-0.046381027,-0.05597592,0.01694011,1.077205,0.0028386787,-0.03367849,2.682209e-07,-0.10038926,1.538664,0.042355515,0.13534522,4.3
0.2992816,-0.993983,0.028949294,-0.0128923245,-0.03151045,0.05902887,-0.02170192,-0.040112466,-0.48707741,-0.002062112,-0.014463649,0.023914922,-0.013391063,-1.0396442,0.023328997,-0.39044848,17.0
-0.7451453,1.3385496,0.022538334,-0.0016951263,0.083396524,-0.056715414,0.02658391,0.06371693,0.94226706,-0.016483963,0.027290829,-0.043933265,-0.0869742,0.27056172,0.014531702,-0.53835416,8.2
0.033974778,-0.74654675,-0.024010722,0.04492262,0.006468527,0.11603238,-0.023764469,-0.0039106663,0.2578063,0.0029121414,0.0059653707,0.052257735,0.01310667,0.3314771,0.009316418,-0.91251105,13.4
-0.8484533,-1.1004932,0.00029022992,-0.019922521,-0.019536957,-0.08114837,-0.01567374,0.01308234,-0.42560023,-0.019569278,-0.016000941,0.01652594,0.0078391675,1.0025349,-0.051973335,0.5381387,12.1
0.08093317,0.49045852,-0.02978089,0.021447603,0.025062822,-0.038800053,0.012619339,0.007831144,-0.040617056,-0.006795168,0.005194402,-0.025399424,-0.032355186,0.6938252,0.026798397,-1.2078267,15.9
-0.09146842,-0.9045057,0.014774565,0.04925007,0.0026800036,0.07333684,-0.03159225,-0.002086997,-0.15513894,0.0042780265,0.012546198,0.045516234,-0.0004090555,0.32575938,0.014604941,-1.4711823,19.4
0.805414,-0.17792007,-0.006013233,0.03993215,0.020371236,0.074477665,0.010869317,0.023872087,-0.24133581,-0.0010289848,0.004554371,-0.026488006,-0.0069569014,0.684893,0.010032553,0.7089018,15.7
1.6305844,-1.0672303,-0.008465549,0.051521458,0.024837695,-0.008726694,-0.016250486,0.040794842,-0.5755192,0.0071302056,0.04507963,-0.0022651926,0.03701047,-0.7900945,-0.01295037,-0.2029713,10.7
0.3264296,-0.38261893,-0.028169636,-0.019172221,0.014825292,0.025528245,-0.024691254,-0.045763,-0.9697602,-0.027503744,-0.00080113113,-0.019882463,-0.03680409,0.21432906,0.012893442,-0.41209248,17.7
0.72604805,-1.0132278,-0.09380193,0.03858185,-0.0166618,-0.09070887,-0.019457156,0.07276102,1.579291,0.026569039,-0.0067269085,0.024223749,0.060344193,-0.5062636,-0.00829209,-0.15166433,16.8
-1.1269423,-1.1674525,-0.002509445,-0.029297892,0.040231206,0.0068744645,0.03793421,0.057641968,0.80711156,-0.004391283,-0.006604946,0.0015167408,-0.1871146,-0.2772709,0.0118167065,0.14685185,11.8
1.4817284,-0.060988173,-0.029766489,0.04211074,0.007469937,0.15435445,-0.026844952,0.0554533,-1.9477708,-0.0029169694,0.03223158,0.029840533,0.041878212,-0.47484934,-0.028393451,-0.574741,14.0
1.3334112,0.045809448,-0.059341624,0.024304215,0.022821948,0.012950815,-0.011918231,0.05043304,-0.17231521,-0.00714729,0.033303656,-0.011028945,-0.024779242,-0.49092618,-0.06636688,2.468796,11.3
0.14890946,1.2345105,-0.0013181679,-0.046760876,0.072198816,-0.10543215,0.041111123,-0.009153377,-2.218279,0.020056088,0.0701608,-0.07705785,-0.034005385,1.0197631,-0.035337787,1.1025821,6.2
1.4653558,0.2533675,-0.046792958,0.029668475,0.019629464,0.13050888,-0.036154155,0.07887453,1.0314211,-0.015951931,0.055266615,-0.010668173,0.062302537,-0.09307329,0.010355961,0.33000687,13.8
-0.17716216,0.85688645,-0.02422215,-0.041183326,0.05363306,-0.1025912,0.01321258,0.041606583,-1.0616482,0.023044478,0.038634334,-0.024768021,-0.09030999,0.30909023,-0.010973193,-0.2386232,11.2
1.2090627,0.23287517,-0.054254748,0.019277375,-0.015245371,0.14160968,-0.06432671,0.08560814,1.6809742,0.01905962,0.04743878,0.017654132,0.13072072,-0.45824328,0.0025601238,0.2958316,9.8
-1.5311979,0.98936594,0.13451077,-0.015489187,-0.04774224,0.01137808,0.06970161,-0.0367881,-1.5797348,0.0044171736,-0.0036459733,-0.012868516,0.06726801,-1.6399052,0.059633963,-0.70656866,14.5
-0.81714827,-0.73249894,0.05761481,-0.016288757,0.032403268,-0.017636202,0.0014154911,0.07399266,1.0434921,0.048208684,0.02538399,0.020735327,-0.09655979,0.20308277,-0.0029238276,1.900512,6.4
0.3194282,1.1141863,0.0630961,0.075773865,0.035339005,0.088508815,0.008121017,0.05065038,0.23220274,0.02181384,0.013821188,-0.06298282,0.06236686,2.2329626,0.08559949,0.09271979,9.3
-0.89682925,-1.1739824,-0.026828658,0.07447903,-0.021022148,0.04706605,-0.008161409,0.01663294,-1.0547554,-0.018261991,-0.044072717,0.010888752,0.12297653,1.0496508,0.0033960156,-1.6308806,13.5
-0.5268625,-1.4114211,0.01846414,-0.039879557,0.02988556,0.056134034,0.103715226,0.0043437853,-0.6555058,-0.0011100248,0.00039232709,-0.010021459,-0.16768721,-1.311252,0.04411047,-0.69543624,13.5
